"from","to","edge_type"
"IL4","PML","sig_sig"
"IL4","PPARGC1A","sig_sig"
"IL4","PRDX6","sig_sig"
"IL4","PRKAR2A","sig_sig"
"IL4","PRKAR2B","sig_sig"
"IL4","PRKCG","sig_sig"
"IL4","PRKD1","sig_sig"
"IL4","PTK2","sig_sig"
"IL4","RAP1B","sig_sig"
"IL4","RASSF1","sig_sig"
"IL4","RYR3","sig_sig"
"IL4","S100A13","sig_sig"
"IL4","S100A2","sig_sig"
"IL4","S100A8","sig_sig"
"IL4","S100A9","sig_sig"
"IL4","SCN9A","sig_sig"
"IL4","SLA2","sig_sig"
"IL4","SLC24A2","sig_sig"
"IL4","SLC25A10","sig_sig"
"IL4","SLC5A1","sig_sig"
"IL4","SLC8A1","sig_sig"
"IL4","SLC8A2","sig_sig"
"IL4","SLC8A3","sig_sig"
"IL4","SMAD3","sig_tf"
"IL4","SMAD4","sig_tf"
"IL4","SOS1","sig_sig"
"IL4","SOS2","sig_sig"
"IL4","SPTAN1","sig_sig"
"IL4","STIM1","sig_sig"
"IL4","SUGT1","sig_sig"
"IL4","SYT1","sig_sig"
"IL4","TJP1","sig_sig"
"IL4","TK1","sig_sig"
"IL4","TNFAIP6","sig_sig"
"IL4","TNNC1","sig_sig"
"IL4","TRADD","sig_sig"
"IL4","TRPA1","sig_sig"
"IL4","TRPC1","sig_sig"
"IL4","TRPC3","sig_sig"
"IL4","TRPC6","sig_sig"
"IL4","TRPM2","sig_sig"
"IL4","TRPM4","sig_sig"
"IL4","TRPV5","sig_sig"
"IL4","TRPV6","sig_sig"
"IL4","TXN","sig_sig"
"IL6","A1BG","sig_sig"
"IL6","ABCC6","sig_sig"
"IL6","ACO1","sig_sig"
"IL6","ACPP","sig_sig"
"IL6","ALDOA","sig_sig"
"IL6","ALG2","sig_sig"
"IL6","APCS","sig_sig"
"IL6","APLP1","sig_sig"
"IL6","APLP2","sig_sig"
"IL6","APOA2","sig_sig"
"IL6","APOL1","sig_sig"
"IL6","ARG1","sig_sig"
"IL6","ARNT","sig_tf"
"IL6","ASPA","sig_sig"
"IL6","ATP5J","sig_sig"
"IL6","ATP5S","sig_sig"
"IL6","ATXN3","sig_sig"
"IL6","BCAR1","sig_sig"
"IL6","C1QB","sig_sig"
"IL6","C1QC","sig_sig"
"IL6","C1R","sig_sig"
"IL6","C1S","sig_sig"
"IL6","C4A","sig_sig"
"IL6","C4BPA","sig_sig"
"IL6","C4BPB","sig_sig"
"IL6","C4B_2","sig_sig"
"IL6","C4B","sig_sig"
"IL6","C6","sig_sig"
"IL6","C8A","sig_sig"
"IL6","C8B","sig_sig"
"IL6","C8G","sig_sig"
"IL6","CASP6","sig_sig"
"IL6","CASP7","sig_sig"
"IL6","CASP8","sig_sig"
"IL6","CASP9","sig_sig"
"IL6","CAVIN1","sig_sig"
"IL6","CBL","sig_sig"
"IL6","CCND1","sig_sig"
"IL6","CDKN1A","sig_sig"
"IL6","CFI","sig_sig"
"IL6","CKM","sig_sig"
"IL6","CPN1","sig_sig"
"IL6","CPN2","sig_sig"
"IL6","CP","sig_sig"
"IL6","CREBBP","sig_sig"
"IL6","CRK","sig_sig"
"IL6","CSAD","sig_sig"
"IL6","CSK","sig_sig"
"IL6","CSNK2A1","sig_sig"
"IL6","CTSD","sig_sig"
"IL6","CYCS","sig_sig"
"IL6","DCD","sig_sig"
"IL6","DDAH1","sig_sig"
"IL6","DSPP","sig_sig"
"IL6","DSP","sig_sig"
"IL6","EEF1A1","sig_sig"
"IL6","ENO1","sig_sig"
"IL6","F12","sig_sig"
"IL6","F13B","sig_sig"
"IL6","FCN3","sig_sig"
"IL6","FNTA","sig_sig"
"IL6","FNTB","sig_sig"
"IL6","G6PC","sig_sig"
"IL6","GABRR1","sig_sig"
"IL6","GLRA1","sig_sig"
"IL6","GSN","sig_sig"
"IL6","GUCY1A2","sig_sig"
"IL6","HAPLN1","sig_sig"
"IL6","HBA1","sig_sig"
"IL6","HBA2","sig_sig"
"IL6","HCK","sig_sig"
"IL6","HDAC1","sig_sig"
"IL6","HDAC4","sig_sig"
"IL6","HDAC6","sig_sig"
"IL6","HDAC8","sig_sig"
"IL6","HINT1","sig_sig"
"IL6","HPRT1","sig_sig"
"IL6","HPR","sig_sig"
"IL6","HPX","sig_sig"
"IL6","HP","sig_sig"
"IL6","HRG","sig_sig"
"IL6","HRNR","sig_sig"
"IL6","HSF1","sig_tf"
"IL6","HSPA5","sig_sig"
"IL6","IDH3A","sig_sig"
"IL6","IDH3G","sig_sig"
"IL6","IGFALS","sig_sig"
"IL6","IGFBP3","sig_sig"
"IL6","ITIH1","sig_sig"
"IL6","ITIH2","sig_sig"
"IL6","ITIH3","sig_sig"
"IL6","JAK3","sig_sig"
"IL6","JCHAIN","sig_sig"
"IL6","JUP","sig_sig"
"IL6","KCNJ3","sig_sig"
"IL6","KCNJ6","sig_sig"
"IL6","KLKB1","sig_sig"
"IL6","KRT10","sig_sig"
"IL6","KRT14","sig_sig"
"IL6","KRT16","sig_sig"
"IL6","KRT2","sig_sig"
"IL6","KRT5","sig_sig"
"IL6","KRT6A","sig_sig"
"IL6","KRT9","sig_sig"
"IL6","LBP","sig_sig"
"IL6","LPO","sig_sig"
"IL6","LRRK2","sig_sig"
"IL6","LYZ","sig_sig"
"IL6","MAP2K1","sig_sig"
"IL6","MAP2K6","sig_sig"
"IL6","MAP3K5","sig_sig"
"IL6","MDM4","sig_sig"
"IL6","MGMT","sig_sig"
"IL6","MID1","sig_sig"
"IL6","MITF","sig_tf"
"IL6","MMP3","sig_sig"
"IL6","MTF1","sig_tf"
"IL6","MYL2","sig_sig"
"IL6","NFIC","sig_tf"
"IL6","NME1","sig_sig"
"IL6","ORM2","sig_sig"
"IL6","P4HB","sig_sig"
"IL6","PCK2","sig_sig"
"IL6","PDIA3","sig_sig"
"IL6","PGLYRP2","sig_sig"
"IL6","PIAS1","sig_sig"
"IL6","PIAS3","sig_sig"
"IL6","PRKCG","sig_sig"
"IL6","PSPH","sig_sig"
"IL6","RBPJ","sig_tf"
"IL6","RGS17","sig_sig"
"IL6","RNF4","sig_sig"
"IL6","RPRD1B","sig_sig"
"IL6","S100A12","sig_sig"
"IL6","S100A2","sig_sig"
"IL6","S100A3","sig_sig"
"IL6","S100A6","sig_sig"
"IL6","SCNN1A","sig_sig"
"IL6","SCNN1B","sig_sig"
"IL6","SCNN1G","sig_sig"
"IL6","SELENOP","sig_sig"
"IL6","SEMG1","sig_sig"
"IL6","SEMG2","sig_sig"
"IL6","SERPINA4","sig_sig"
"IL6","SERPINA5","sig_sig"
"IL6","SERPINA6","sig_sig"
"IL6","SERPIND1","sig_sig"
"IL6","SHANK3","sig_sig"
"IL6","SIVA1","sig_sig"
"IL6","SLA2","sig_sig"
"IL6","SLC15A1","sig_sig"
"IL6","SLC1A2","sig_sig"
"IL6","SLC38A3","sig_sig"
"IL6","SMAD4","sig_tf"
"IL6","SNAI2","sig_tf"
"IL6","SOS2","sig_sig"
"IL6","SPTAN1","sig_sig"
"IL6","TAB1","sig_sig"
"IL6","TK1","sig_sig"
"IL6","TNFAIP6","sig_sig"
"IL6","TNNT2","sig_sig"
"IL6","TP73","sig_tf"
"IL6","TPI1","sig_sig"
"IL6","TRADD","sig_sig"
"IL6","TUFM","sig_sig"
"IL6","VIM","sig_sig"
"IL6","XPA","sig_tf"
"IL6","YY1","sig_tf"
"IL6","ZFP36","sig_sig"
"NODAL","MAP3K7CL","sig_sig"
"NODAL","MAP3K7","sig_sig"
"NODAL","SMAD1","sig_tf"
"NODAL","SMAD2","sig_sig"
"NODAL","SMAD3","sig_tf"
"NODAL","SMAD5","sig_tf"
"NODAL","SMAD9","sig_tf"
"TGFB1","ABCB4","sig_sig"
"TGFB1","ABCB6","sig_sig"
"TGFB1","ABCC2","sig_sig"
"TGFB1","ABCC4","sig_sig"
"TGFB1","ABCC5","sig_sig"
"TGFB1","ABCC8","sig_sig"
"TGFB1","ABCC9","sig_sig"
"TGFB1","ABCG5","sig_sig"
"TGFB1","ABCG8","sig_sig"
"TGFB1","ACO2","sig_sig"
"TGFB1","ACOX1","sig_sig"
"TGFB1","ACYP1","sig_sig"
"TGFB1","ADGRL2","sig_sig"
"TGFB1","AFP","sig_sig"
"TGFB1","AGO2","sig_sig"
"TGFB1","AGR2","sig_sig"
"TGFB1","AICDA","sig_sig"
"TGFB1","AIFM1","sig_sig"
"TGFB1","AKR1B1","sig_sig"
"TGFB1","AKR1C1","sig_sig"
"TGFB1","AKR1C2","sig_sig"
"TGFB1","AKR1D1","sig_sig"
"TGFB1","ALDH7A1","sig_sig"
"TGFB1","ALG2","sig_sig"
"TGFB1","ALPI","sig_sig"
"TGFB1","ANXA2","sig_sig"
"TGFB1","ANXA5","sig_sig"
"TGFB1","AOC1","sig_sig"
"TGFB1","AOC3","sig_sig"
"TGFB1","AQP4","sig_sig"
"TGFB1","ARNT","sig_tf"
"TGFB1","ATF2","sig_tf"
"TGFB1","ATF4","sig_tf"
"TGFB1","ATP13A2","sig_sig"
"TGFB1","ATP2A1","sig_sig"
"TGFB1","ATP2B1","sig_sig"
"TGFB1","ATP2B4","sig_sig"
"TGFB1","ATP4A","sig_sig"
"TGFB1","ATP5J","sig_sig"
"TGFB1","ATP5O","sig_sig"
"TGFB1","ATP6V0C","sig_sig"
"TGFB1","AXIN2","sig_sig"
"TGFB1","BAX","sig_sig"
"TGFB1","BCL2","sig_sig"
"TGFB1","BECN1","sig_sig"
"TGFB1","BMI1","sig_sig"
"TGFB1","BTRC","sig_sig"
"TGFB1","C2CD3","sig_sig"
"TGFB1","CACNA1B","sig_sig"
"TGFB1","CACNA1D","sig_sig"
"TGFB1","CACNA1E","sig_sig"
"TGFB1","CACNA2D1","sig_sig"
"TGFB1","CACNA2D2","sig_sig"
"TGFB1","CACNA2D3","sig_sig"
"TGFB1","CACNA2D4","sig_sig"
"TGFB1","CACNB3","sig_sig"
"TGFB1","CAD","sig_sig"
"TGFB1","CAPN1","sig_sig"
"TGFB1","CARM1","sig_sig"
"TGFB1","CASP7","sig_sig"
"TGFB1","CASP8","sig_sig"
"TGFB1","CASP9","sig_sig"
"TGFB1","CATSPERE","sig_sig"
"TGFB1","CAVIN1","sig_sig"
"TGFB1","CBFB","sig_sig"
"TGFB1","CBX3","sig_sig"
"TGFB1","CCDC158","sig_sig"
"TGFB1","CCDC47","sig_sig"
"TGFB1","CCND1","sig_sig"
"TGFB1","CCNE1","sig_sig"
"TGFB1","CCNG2","sig_sig"
"TGFB1","CDC14A","sig_sig"
"TGFB1","CDC42","sig_sig"
"TGFB1","CDK5R1","sig_sig"
"TGFB1","CFB","sig_sig"
"TGFB1","CFL1","sig_sig"
"TGFB1","CHRNA3","sig_sig"
"TGFB1","CHRNA4","sig_sig"
"TGFB1","CHRNA7","sig_sig"
"TGFB1","CHRNB2","sig_sig"
"TGFB1","CHRNB4","sig_sig"
"TGFB1","CHUK","sig_sig"
"TGFB1","COG3","sig_sig"
"TGFB1","COL6A1","sig_sig"
"TGFB1","CP","sig_sig"
"TGFB1","CTSD","sig_sig"
"TGFB1","CYB5A","sig_sig"
"TGFB1","CYC1","sig_sig"
"TGFB1","CYCS","sig_sig"
"TGFB1","CYP1A2","sig_sig"
"TGFB1","CYP1B1","sig_sig"
"TGFB1","CYP21A2","sig_sig"
"TGFB1","CYP2A6","sig_sig"
"TGFB1","CYP2J2","sig_sig"
"TGFB1","CYP3A5","sig_sig"
"TGFB1","CYP46A1","sig_sig"
"TGFB1","CYP4A11","sig_sig"
"TGFB1","DAO","sig_sig"
"TGFB1","DGCR8","sig_sig"
"TGFB1","DHFR","sig_sig"
"TGFB1","DNAJA3","sig_sig"
"TGFB1","DNAJB11","sig_sig"
"TGFB1","DYSF","sig_sig"
"TGFB1","EFHD2","sig_sig"
"TGFB1","EFR3A","sig_sig"
"TGFB1","EIF2A","sig_sig"
"TGFB1","EIF2S1","sig_sig"
"TGFB1","ELANE","sig_sig"
"TGFB1","ENAH","sig_sig"
"TGFB1","ERCC2","sig_sig"
"TGFB1","ESRRG","sig_tf"
"TGFB1","EZH2","sig_sig"
"TGFB1","F10","sig_sig"
"TGFB1","FHL2","sig_sig"
"TGFB1","FLNC","sig_sig"
"TGFB1","FOXM1","sig_tf"
"TGFB1","FTH1","sig_sig"
"TGFB1","FTMT","sig_sig"
"TGFB1","FXN","sig_sig"
"TGFB1","G6PC","sig_sig"
"TGFB1","GADD45G","sig_sig"
"TGFB1","GCLM","sig_sig"
"TGFB1","GGT1","sig_sig"
"TGFB1","GIPC1","sig_sig"
"TGFB1","GIPC3","sig_sig"
"TGFB1","GJA1","sig_sig"
"TGFB1","GJB1","sig_sig"
"TGFB1","GLUD1","sig_sig"
"TGFB1","GNAQ","sig_sig"
"TGFB1","GNB3","sig_sig"
"TGFB1","GPS2","sig_sig"
"TGFB1","GPX1","sig_sig"
"TGFB1","GREB1","sig_sig"
"TGFB1","GSR","sig_sig"
"TGFB1","GSTA2","sig_sig"
"TGFB1","GSTA4","sig_sig"
"TGFB1","GSTM1","sig_sig"
"TGFB1","GSTM2","sig_sig"
"TGFB1","GSTM3","sig_sig"
"TGFB1","GSTM5","sig_sig"
"TGFB1","GSTZ1","sig_sig"
"TGFB1","HADH","sig_sig"
"TGFB1","HAPLN1","sig_sig"
"TGFB1","HDAC1","sig_sig"
"TGFB1","HIF1A","sig_tf"
"TGFB1","HIST1H1D","sig_sig"
"TGFB1","HLTF","sig_sig"
"TGFB1","HMOX2","sig_sig"
"TGFB1","HNRNPD","sig_sig"
"TGFB1","HOMER1","sig_sig"
"TGFB1","HOXA10","sig_tf"
"TGFB1","HOXB9","sig_tf"
"TGFB1","HOXC6","sig_tf"
"TGFB1","HPCA","sig_sig"
"TGFB1","HPGDS","sig_sig"
"TGFB1","HPX","sig_sig"
"TGFB1","HRC","sig_sig"
"TGFB1","HSBP1","sig_sig"
"TGFB1","HSD11B1","sig_sig"
"TGFB1","HSD17B10","sig_sig"
"TGFB1","HSDL2","sig_sig"
"TGFB1","HSF2","sig_tf"
"TGFB1","HSP90AA1","sig_sig"
"TGFB1","HSPB8","sig_sig"
"TGFB1","HTN3","sig_sig"
"TGFB1","IDH3A","sig_sig"
"TGFB1","IFT88","sig_sig"
"TGFB1","IGFBP1","sig_sig"
"TGFB1","IGFBP2","sig_sig"
"TGFB1","IKBKB","sig_sig"
"TGFB1","INF2","sig_sig"
"TGFB1","IQGAP1","sig_sig"
"TGFB1","IRF1","sig_tf"
"TGFB1","IRS1","sig_sig"
"TGFB1","ISCU","sig_sig"
"TGFB1","ITGB1BP2","sig_sig"
"TGFB1","ITIH1","sig_sig"
"TGFB1","ITIH2","sig_sig"
"TGFB1","JUND","sig_tf"
"TGFB1","KARS","sig_sig"
"TGFB1","KHDRBS2","sig_sig"
"TGFB1","KHK","sig_sig"
"TGFB1","KHSRP","sig_sig"
"TGFB1","KLF10","sig_tf"
"TGFB1","KLRC3","sig_sig"
"TGFB1","KMT2C","sig_sig"
"TGFB1","KMT2D","sig_sig"
"TGFB1","KRT19","sig_sig"
"TGFB1","KRT28","sig_sig"
"TGFB1","KRT33B","sig_sig"
"TGFB1","LCN2","sig_sig"
"TGFB1","LDHA","sig_sig"
"TGFB1","LLGL2","sig_sig"
"TGFB1","LMNB2","sig_sig"
"TGFB1","LPO","sig_sig"
"TGFB1","LRRFIP1","sig_sig"
"TGFB1","LYZ","sig_sig"
"TGFB1","MAGOH","sig_sig"
"TGFB1","MAP2K4","sig_sig"
"TGFB1","MAP3K5","sig_sig"
"TGFB1","MAP4K3","sig_sig"
"TGFB1","MAPK11","sig_sig"
"TGFB1","MBD2","sig_tf"
"TGFB1","MED1","sig_sig"
"TGFB1","MED25","sig_sig"
"TGFB1","MGP","sig_sig"
"TGFB1","MGST1","sig_sig"
"TGFB1","MMP1","sig_sig"
"TGFB1","MMP7","sig_sig"
"TGFB1","MS4A2","sig_sig"
"TGFB1","MT2A","sig_sig"
"TGFB1","MT3","sig_sig"
"TGFB1","MTOR","sig_sig"
"TGFB1","MYH10","sig_sig"
"TGFB1","N4BP3","sig_sig"
"TGFB1","NAIP","sig_sig"
"TGFB1","NAT1","sig_sig"
"TGFB1","NAT2","sig_sig"
"TGFB1","NCOA2","sig_tf"
"TGFB1","NCOA3","sig_tf"
"TGFB1","NCOA6","sig_sig"
"TGFB1","NCOR1","sig_sig"
"TGFB1","NDUFS3","sig_sig"
"TGFB1","NDUFS4","sig_sig"
"TGFB1","NELFB","sig_sig"
"TGFB1","NEMF","sig_sig"
"TGFB1","NFKB1","sig_tf"
"TGFB1","NGB","sig_sig"
"TGFB1","NKD1","sig_sig"
"TGFB1","NMNAT1","sig_sig"
"TGFB1","NOS1","sig_sig"
"TGFB1","NPC1","sig_sig"
"TGFB1","NR1I3","sig_tf"
"TGFB1","NR3C1","sig_tf"
"TGFB1","NR3C2","sig_tf"
"TGFB1","NRF1","sig_tf"
"TGFB1","NRIP1","sig_sig"
"TGFB1","NTPCR","sig_sig"
"TGFB1","ORAI1","sig_sig"
"TGFB1","ORM1","sig_sig"
"TGFB1","ORM2","sig_sig"
"TGFB1","P2RX7","sig_sig"
"TGFB1","PABPN1","sig_sig"
"TGFB1","PAK1","sig_sig"
"TGFB1","PAM","sig_sig"
"TGFB1","PAPSS1","sig_sig"
"TGFB1","PARG","sig_sig"
"TGFB1","PARP1","sig_sig"
"TGFB1","PCDH19","sig_sig"
"TGFB1","PCK1","sig_sig"
"TGFB1","PDK3","sig_sig"
"TGFB1","PDX1","sig_tf"
"TGFB1","PELP1","sig_sig"
"TGFB1","PGAM4","sig_sig"
"TGFB1","PGRMC1","sig_sig"
"TGFB1","PHB2","sig_sig"
"TGFB1","PHB","sig_sig"
"TGFB1","PIAS1","sig_sig"
"TGFB1","PICK1","sig_sig"
"TGFB1","PLA2G2A","sig_sig"
"TGFB1","PLD1","sig_sig"
"TGFB1","PLEKHG3","sig_sig"
"TGFB1","PLSCR1","sig_tf"
"TGFB1","PNRC2","sig_sig"
"TGFB1","POLR2A","sig_sig"
"TGFB1","POU5F1","sig_tf"
"TGFB1","PPARGC1A","sig_sig"
"TGFB1","PPRC1","sig_sig"
"TGFB1","PRAME","sig_sig"
"TGFB1","PRDX6","sig_sig"
"TGFB1","PRKAA2","sig_sig"
"TGFB1","PRKCG","sig_sig"
"TGFB1","PRKN","sig_sig"
"TGFB1","PRODH","sig_sig"
"TGFB1","PSMC5","sig_sig"
"TGFB1","PSME3","sig_sig"
"TGFB1","PTMA","sig_sig"
"TGFB1","PUF60","sig_sig"
"TGFB1","RAC1","sig_sig"
"TGFB1","RASSF1","sig_sig"
"TGFB1","RB1","sig_sig"
"TGFB1","RBBP7","sig_sig"
"TGFB1","RBL1","sig_sig"
"TGFB1","RBL2","sig_sig"
"TGFB1","RCOR1","sig_sig"
"TGFB1","REL","sig_tf"
"TGFB1","RFFL","sig_sig"
"TGFB1","RNF7","sig_sig"
"TGFB1","RORA","sig_tf"
"TGFB1","RPS6","sig_sig"
"TGFB1","RYR3","sig_sig"
"TGFB1","S100A13","sig_sig"
"TGFB1","S100A2","sig_sig"
"TGFB1","S100A7","sig_sig"
"TGFB1","S100A8","sig_sig"
"TGFB1","S100A9","sig_sig"
"TGFB1","S100B","sig_sig"
"TGFB1","SCN9A","sig_sig"
"TGFB1","SCNN1A","sig_sig"
"TGFB1","SCNN1B","sig_sig"
"TGFB1","SCNN1G","sig_sig"
"TGFB1","SELENOK","sig_sig"
"TGFB1","SEMG1","sig_sig"
"TGFB1","SERPINB9","sig_sig"
"TGFB1","SETD7","sig_sig"
"TGFB1","SF1","sig_sig"
"TGFB1","SIN3A","sig_sig"
"TGFB1","SIRT2","sig_sig"
"TGFB1","SIRT4","sig_sig"
"TGFB1","SLC11A2","sig_sig"
"TGFB1","SLC24A2","sig_sig"
"TGFB1","SLC25A10","sig_sig"
"TGFB1","SLC25A1","sig_sig"
"TGFB1","SLC30A10","sig_sig"
"TGFB1","SLC30A3","sig_sig"
"TGFB1","SLC30A9","sig_sig"
"TGFB1","SLC8A1","sig_sig"
"TGFB1","SLC8A2","sig_sig"
"TGFB1","SLC8A3","sig_sig"
"TGFB1","SMAD5","sig_tf"
"TGFB1","SMAD9","sig_tf"
"TGFB1","SMC4","sig_sig"
"TGFB1","SMPDL3B","sig_sig"
"TGFB1","SMYD1","sig_sig"
"TGFB1","SNCA","sig_sig"
"TGFB1","SNRPF","sig_sig"
"TGFB1","SOCS3","sig_sig"
"TGFB1","SORBS1","sig_sig"
"TGFB1","SORD","sig_sig"
"TGFB1","SPAG1","sig_sig"
"TGFB1","SPATA13","sig_sig"
"TGFB1","SPTAN1","sig_sig"
"TGFB1","SPTBN1","sig_sig"
"TGFB1","SPTB","sig_sig"
"TGFB1","SRD5A1","sig_sig"
"TGFB1","SRPRB","sig_sig"
"TGFB1","STK11","sig_sig"
"TGFB1","STK17A","sig_sig"
"TGFB1","STUB1","sig_sig"
"TGFB1","SUGT1","sig_sig"
"TGFB1","SULT1A1","sig_sig"
"TGFB1","SULT1A2","sig_sig"
"TGFB1","SULT1A3","sig_sig"
"TGFB1","SULT1A4","sig_sig"
"TGFB1","SYT1","sig_sig"
"TGFB1","TAB2","sig_sig"
"TGFB1","TERT","sig_sig"
"TGFB1","TFF2","sig_sig"
"TGFB1","TFR2","sig_sig"
"TGFB1","THEM6","sig_sig"
"TGFB1","THRAP3","sig_sig"
"TGFB1","TH","sig_sig"
"TGFB1","TJP1","sig_sig"
"TGFB1","TMEM121B","sig_sig"
"TGFB1","TMEM205","sig_sig"
"TGFB1","TMPRSS6","sig_sig"
"TGFB1","TNFAIP6","sig_sig"
"TGFB1","TNNC1","sig_sig"
"TGFB1","TRAP1","sig_sig"
"TGFB1","TRIM2","sig_sig"
"TGFB1","TRPC1","sig_sig"
"TGFB1","TRPC3","sig_sig"
"TGFB1","TRPM4","sig_sig"
"TGFB1","TRPV5","sig_sig"
"TGFB1","TRRAP","sig_sig"
"TGFB1","TSFM","sig_sig"
"TGFB1","TTF1","sig_tf"
"TGFB1","TUBB2A","sig_sig"
"TGFB1","TXNIP","sig_sig"
"TGFB1","TXN","sig_sig"
"TGFB1","UBE2I","sig_sig"
"TGFB1","UBE3A","sig_sig"
"TGFB1","UGT1A10","sig_sig"
"TGFB1","UGT1A1","sig_sig"
"TGFB1","UGT1A3","sig_sig"
"TGFB1","UGT1A4","sig_sig"
"TGFB1","UGT1A7","sig_sig"
"TGFB1","UGT1A8","sig_sig"
"TGFB1","UGT1A9","sig_sig"
"TGFB1","UGT2B10","sig_sig"
"TGFB1","UGT2B7","sig_sig"
"TGFB1","UROD","sig_sig"
"TGFB1","VIM","sig_sig"
"TGFB1","VNN1","sig_sig"
"TGFB1","XBP1","sig_tf"
"TGFB1","XIAP","sig_sig"
"TGFB1","XPA","sig_tf"
"TGFB1","ZFHX3","sig_tf"
"BMP4","GREM2","sig_sig"
"TGFB1","EIF3I","sig_sig"
"IL6","ZBTB16","sig_tf"
"TGFB1","LTBP4","sig_sig"
"TGFB1","DAXX","sig_sig"
"BMP4","ZFYVE9","sig_sig"
"TGFB1","BGN","sig_sig"
"TGFB1","YWHAE","sig_sig"
"BMP4","SOSTDC1","sig_sig"
"BMP4","BMPER","sig_sig"
"BMP4","CHRDL2","sig_sig"
"TGFB1","FNTA","sig_sig"
"TGFB1","SPARC","sig_sig"
"BMP4","STAP2","sig_sig"
"TGFB1","LTBP3","sig_sig"
"TGFB1","NOS2","sig_sig"
"TGFB1","AHR","sig_tf"
"IL6","AHR","sig_tf"
"TGFB1","AKT1","sig_sig"
"IL6","AKT1","sig_sig"
"BMP4","CASP3","sig_sig"
"TGFB1","CTNNB1","sig_sig"
"TGFB1","CRKL","sig_sig"
"IL6","CYBA","sig_sig"
"TGFB1","EGR1","sig_tf"
"TGFB1","PTK2","sig_sig"
"TGFB1","HMOX1","sig_sig"
"TGFB1","ID2","sig_sig"
"IL6","IRS1","sig_sig"
"IL4","JUN","sig_tf"
"TGFB1","SMAD2","sig_sig"
"BMP4","SMAD2","sig_sig"
"TGFB1","SMAD3","sig_tf"
"TGFB1","MMP2","sig_sig"
"TGFB1","MMP3","sig_sig"
"IL4","NFATC1","sig_tf"
"IL4","NOS2","sig_sig"
"IL6","PTPN11","sig_sig"
"TGFB1","SP1","sig_tf"
"IL6","STAT3","sig_tf"
"IL6","STAT5A","sig_tf"
"IL4","STAT5A","sig_tf"
"TGFB1","TP53","sig_tf"
"IL6","TP53","sig_tf"
"TGFB1","TYR","sig_sig"
"TGFB1","UCP2","sig_sig"
"IL4","ALDH1A1","sig_sig"
"TGFB1","MAPK14","sig_sig"
"IL6","MAPK14","sig_sig"
"TGFB1","GSK3B","sig_sig"
"IL6","STEAP4","sig_sig"
"IL6","SLC39A14","sig_sig"
"IL4","ALOX15","sig_sig"
"IL4","BID","sig_sig"
"IL6","CAV1","sig_sig"
"TGFB1","CAV1","sig_sig"
"IL4","MS4A3","sig_sig"
"IL6","CD38","sig_sig"
"IL6","CD79A","sig_sig"
"TGFB1","CYP19A1","sig_sig"
"TGFB1","CYP27A1","sig_sig"
"IL6","ELANE","sig_sig"
"TGFB1","EP300","sig_sig"
"TGFB1","GAPDH","sig_sig"
"BMP4","HMOX1","sig_sig"
"IL6","HPGD","sig_sig"
"TGFB1","HSD3B1","sig_sig"
"TGFB1","JUN","sig_tf"
"IL6","JUN","sig_tf"
"IL4","JUNB","sig_tf"
"TGFB1","LPL","sig_sig"
"TGFB1","SMAD7","sig_sig"
"IL6","NFKB1","sig_tf"
"TGFB1","NME1","sig_sig"
"IL6","NOS2","sig_sig"
"IL6","PRDX1","sig_sig"
"IL4","PIK3R1","sig_sig"
"IL6","PPARA","sig_tf"
"TGFB1","PPARG","sig_tf"
"TGFB1","PRKCA","sig_sig"
"TGFB1","PRKCD","sig_sig"
"IL6","MAPK1","sig_sig"
"IL6","MAPK8","sig_sig"
"IL6","RELA","sig_tf"
"IL6","RPS6KB1","sig_sig"
"IL6","SHC1","sig_sig"
"TGFB1","SMPD1","sig_sig"
"IL6","SOD2","sig_sig"
"IL6","SP1","sig_tf"
"TGFB1","STAT3","sig_tf"
"IL4","STAT3","sig_tf"
"IL6","STAT5B","sig_tf"
"TGFB1","HNF1A","sig_tf"
"IL6","TYR","sig_sig"
"TGFB1","UCP1","sig_sig"
"TGFB1","VAV2","sig_sig"
"IL6","XBP1","sig_tf"
"IL6","XDH","sig_sig"
"TGFB1","AXIN1","sig_sig"
"TGFB1","MBTPS1","sig_sig"
"TGFB1","NFAT5","sig_tf"
"TGFB1","FSTL1","sig_sig"
"BMP4","AKR1C4","sig_sig"
"BMP4","CGB3","sig_sig"
"BMP4","CGB5","sig_sig"
"BMP4","CGB8","sig_sig"
"BMP4","CTNNB1","sig_sig"
"BMP4","CYP17A1","sig_sig"
"BMP4","CYP19A1","sig_sig"
"BMP4","HSD3B1","sig_sig"
"BMP4","PAEP","sig_sig"
"BMP4","PRKCE","sig_sig"
"BMP4","PTK2","sig_sig"
"BMP4","RETN","sig_sig"
"BMP4","SIGMAR1","sig_sig"
"BMP4","SMAD3","sig_tf"
"BMP4","TP53","sig_tf"
"IL4","ABCC1","sig_sig"
"IL4","ABCC2","sig_sig"
"IL4","AHR","sig_tf"
"IL4","ALB","sig_sig"
"IL4","ARRB2","sig_sig"
"IL4","ATP7B","sig_sig"
"IL4","CAT","sig_sig"
"IL4","CAV1","sig_sig"
"IL4","CBR3","sig_sig"
"IL4","CYP19A1","sig_sig"
"IL4","CYP2E1","sig_sig"
"IL4","CYP3A4","sig_sig"
"IL4","GAPDH","sig_sig"
"IL4","GCLC","sig_sig"
"IL4","GCLM","sig_sig"
